identidad_genero;diversidad_sexual;rubro;origen_del_capital;puesto;maximo_nivel_de_formacion;trabajo;libertad_ser;sufrio_acoso;edicion;diversa;manager
Mujer cis;No;Tecnología;Multinacional;Analista;Terciario completo;Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Construcción;Nacional;Responsable;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Función pública;Nacional;Responsable;Maestría en curso;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Comercio;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Servicios de salud;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Otros;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Comercio;Nacional;Responsable;Maestría en curso;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Alimentos;Nacional;Gerente;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Otros;Multinacional;HRBP;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Alimentos;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Servicios profesionales;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Servicios de salud;Nacional;Analista;Maestría completa;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Servicios profesionales;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Servicios de salud;Nacional;Administrativo;Secundario completo;Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Consultoría;Multinacional;HRBP;Maestría en curso;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Bancos y Finanzas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Construcción;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Servicios profesionales;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Comercio;Multinacional;Responsable;"Universitario
abandonado";Relación de Dependencia;99;99;2020;0;1
Género diverso;Si;Consultoría Freelance;NA;Consultor Freelance;"Universitario
abandonado";Freelance;99;99;2020;1;0
Mujer cis;No;Consultoría;Multinacional;Administrativo;Terciario completo;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Comercio;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Tecnología;Nacional;Gerente;"Universitario
abandonado";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Género diverso;Prefiero no responder;Servicios profesionales;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;99;99;2020;1;0
Mujer cis;No;Transporte;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Comercio;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Tecnología;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Jefe;"Universitario
abandonado";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;Terciario completo;Freelance;99;99;2020;0;0
Mujer cis;No;MInería;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Servicios profesionales;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Función pública;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Analista;Terciario en curso;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;99;99;2020;0;0
Hombre cis;No;Construcción;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Servicios de salud;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Otros;Multinacional;Gerente;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Autopartista;Multinacional;Pasante;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Agro;Multinacional;HRBP;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Servicios de salud;Nacional;Analista;Secundario completo;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Multinacional;Jefe;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Servicios Públicos;Multinacional;Gerente;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Alimentos;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
abandonado";Freelance;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;99;99;2020;0;0
Mujer cis;No;Comercio;Nacional;Analista;Maestría completa;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Jefe;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Construcción;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;99;99;2020;0;0
Mujer cis;No;Servicios de salud;Nacional;Gerente;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;Maestría en curso;Freelance;99;99;2020;0;0
Hombre cis;Si;Otros;Nacional;Administrativo;Terciario completo;Relación de Dependencia;99;99;2020;1;0
Mujer cis;No;Textil;Nacional;Jefe;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Consultoría;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Autopartista;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Consultoría Freelance;NA;Consultor Freelance;Maestría en curso;Freelance;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Administrativo;Terciario completo;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Alimentos;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Construcción;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Servicios profesionales;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Servicios de salud;Nacional;Analista;Terciario completo;Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Hombre cis;No;Bancos y Finanzas;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Tecnología;Multinacional;Gerente;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;99;99;2020;0;0
Hombre cis;No;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;99;99;2020;0;0
Hombre cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;99;99;2020;0;0
Hombre cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Alimentos;Nacional;Analista;"Universitario
abandonado";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Otros;Multinacional;Administrativo;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Autopartista;Nacional;Gerente;Maestría en curso;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Comercio;Multinacional;Analista;Maestría completa;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Oil & Gas;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Función pública;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Bancos y Finanzas;Multinacional;Analista;"Universitario
abandonado";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Bancos y Finanzas;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Otros;Multinacional;Analista;Terciario completo;Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Otros;Multinacional;Responsable;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Comercio;Nacional;Responsable;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Servicios de salud;Nacional;Jefe;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Servicios de salud;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Autopartista;Multinacional;Responsable;Maestría abandonada;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Alimentos;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Bancos y Finanzas;Nacional;Analista;Maestría en curso;Relación de Dependencia;99;99;2020;0;0
Hombre cis;Si;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;1;0
Mujer cis;No;Alimentos;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Nacional;Analista;Terciario abandonado;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Textil;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Agro;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Oil & Gas;Nacional;Responsable;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Tecnología;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Transporte;Multinacional;Analista;Maestría en curso;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Textil;Multinacional;Administrativo;Secundario completo;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Textil;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;Si;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;1;0
Mujer cis;No;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Servicios de salud;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Prefiero no responder;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Comercio;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Tecnología;Nacional;HRBP;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Hombre cis;Si;Tecnología;Multinacional;Analista;"Universitario
abandonado";Relación de Dependencia;99;99;2020;1;0
Mujer cis;No;Otros;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Hombre cis;No;Alimentos;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Construcción;Nacional;Administrativo;Terciario completo;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Comercio;Nacional;Responsable;Terciario completo;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Servicios de salud;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Servicios de salud;Nacional;Administrativo;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Otros;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Otros;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Hombre cis;Si;Tecnología;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;1;1
Hombre cis;No;Tecnología;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Bancos y Finanzas;Nacional;Analista;Maestría en curso;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Alimentos;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Construcción;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Servicios Públicos;Multinacional;HRBP;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Servicios Públicos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Transporte;Nacional;Responsable;Terciario completo;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Comercio;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Hotelería;Nacional;Administrativo;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Multinacional;HRBP;Terciario completo;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Servicios de salud;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Construcción;Multinacional;Responsable;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Servicios profesionales;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Hombre cis;Si;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;99;99;2020;1;0
Mujer cis;No;Servicios de salud;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Servicios Públicos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Transporte;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Educación;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Comercio;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
abandonado";Freelance;99;99;2020;0;0
Mujer cis;No;Función pública;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;Si;Alimentos;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;1;0
Mujer cis;No;Tecnología;Multinacional;Administrativo;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Servicios de salud;Multinacional;Pasante;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;99;99;2020;0;0
Mujer cis;Prefiero no responder;Función pública;Nacional;Administrativo;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Hombre cis;Si;Hotelería;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;1;1
Mujer cis;No;Industrias químicas;Nacional;Administrativo;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Multinacional;Responsable;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Servicios de salud;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Servicios Públicos;Nacional;Analista;Maestría completa;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Nacional;Gerente;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Género diverso;Si;Consultoría Freelance;NA;Consultor Freelance;"Universitario en
curso";Freelance;99;99;2020;1;0
Hombre cis;No;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Industrias químicas;Nacional;Jefe;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Comercio;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Comercio;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Consultoría;Multinacional;Administrativo;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;Terciario abandonado;Freelance;99;99;2020;0;0
Mujer cis;No;Servicios de salud;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Función pública;Nacional;Responsable;Maestría en curso;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Servicios profesionales;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Servicios de salud;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Comercio;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Otros;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Alimentos;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Oil & Gas;Nacional;Gerente;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Construcción;Multinacional;Analista;Maestría completa;Relación de Dependencia;99;99;2020;0;0
Hombre cis;Si;Otros;Nacional;Responsable;Maestría en curso;Relación de Dependencia;99;99;2020;1;1
Mujer cis;No;Educación;Nacional;Administrativo;Terciario completo;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;Terciario en curso;Freelance;99;99;2020;0;0
Mujer cis;No;Oil & Gas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Oil & Gas;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Servicios de salud;Nacional;Jefe;Terciario abandonado;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Educación;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Hotelería;Nacional;Administrativo;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Hombre cis;Si;Servicios de salud;Nacional;Gerente;Maestría en curso;Relación de Dependencia;99;99;2020;1;1
Mujer cis;No;Otros;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Hombre cis;Si;Bancos y Finanzas;Nacional;HRBP;"Universitario en
curso";Relación de Dependencia;99;99;2020;1;0
Hombre cis;No;Consultoría;Multinacional;Responsable;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Agro;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Tecnología;Nacional;HRBP;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;Si;Construcción;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;1;0
Mujer cis;No;Bancos y Finanzas;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Hombre cis;Si;Consultoría;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;1;0
Mujer cis;No;Tecnología;Nacional;HRBP;Maestría completa;Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Otros;Multinacional;Gerente;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Bancos y Finanzas;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Alimentos;Multinacional;Analista;"Universitario
abandonado";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Responsable;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;1
Hombre cis;Si;Metalurgia;Multinacional;Administrativo;"Universitario en
curso";Relación de Dependencia;99;99;2020;1;0
Mujer cis;No;Alimentos;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Textil;Nacional;Gerente;"Universitario
abandonado";Relación de Dependencia;99;99;2020;0;1
Hombre cis;Prefiero no responder;Servicios profesionales;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Ingeniería mecánica;Nacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Hombre cis;No;Servicios de salud;Nacional;Analista;Maestría completa;Relación de Dependencia;99;99;2020;0;0
Hombre cis;No;Alimentos;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Bancos y Finanzas;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Comercio;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Bancos y Finanzas;Nacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Servicios de salud;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Alimentos;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Comercio;Nacional;Administrativo;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Industrias químicas;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Tecnología;Multinacional;Responsable;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Servicios Públicos;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Comercio;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría;Nacional;HRBP;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;Maestría completa;Freelance;99;99;2020;0;0
Mujer cis;No;Servicios de salud;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;Si;Consultoría;Nacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;1;0
Hombre cis;No;Autopartista;Multinacional;HRBP;Maestría completa;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Tecnología;Multinacional;Analista;"Universitario en
curso";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Otros;Nacional;Gerente;Maestría completa;Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Alimentos;Multinacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Alimentos;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Bancos y Finanzas;Multinacional;Analista;Maestría en curso;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;"Universitario
completo";Freelance;99;99;2020;0;0
Mujer cis;No;Bancos y Finanzas;Multinacional;Jefe;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Tecnología;Nacional;Analista;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Bancos y Finanzas;Multinacional;Analista;Maestría en curso;Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Hotelería;Nacional;Administrativo;"Universitario
completo";Relación de Dependencia;99;99;2020;0;0
Mujer cis;No;Comercio;Nacional;Gerente;"Universitario
completo";Relación de Dependencia;99;99;2020;0;1
Mujer cis;No;Consultoría Freelance;NA;Consultor Freelance;Terciario completo;Freelance;99;99;2020;0;0
